LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(micron),(micron),(micron),(micron),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(quality),(micron),(micron),,(micron/sec),,(rad/sec)
Track_0,0,0,32,0,0,0,0,0,55781.82608260001,3598.8274892000004,59380.65357180001,11.692287444552095,58.46479557688296,1367.5006549518453,0.0,0.001976622582195094,0.004745550770595662,3.186295385876659E-4,0.001685751119201261,0.0010884976797818457,0.02058959740679711,110.25961711094648,45.43998939662519,0.10604324367267637,2.0960747013262914E-4,0.10604324367267637,4.0463850660752175E-4
Track_1,1,1,22,0,0,0,0,0,37787.6886366,0.0,37787.6886366,234.21787710634948,855.7308966349211,204.01178151903343,0.0,0.006974017021037672,0.010703058036302808,0.002145308719479297,0.006793352035940397,0.0024024040637180455,0.042982316660610115,263.5319837373202,234.21787710634948,0.8887645202861219,0.0061982588921697945,0.8887645202861217,1.8337228899400638E-4
Track_2,2,2,34,0,0,0,0,0,59380.65357180001,0.0,59380.65357180001,137.5914450804152,884.9880672541484,1398.5823896560867,0.0,0.0031190069953607722,0.015269370257197117,2.1364747971165215E-4,0.0018902267911165465,0.0035350823899368577,0.03562508085194756,185.20867387953885,138.79505928246303,0.7428995748325791,0.002317108970753358,0.7428995748325792,3.668798428381813E-4
Track_3,3,3,34,0,0,0,0,0,59380.65357180001,0.0,59380.65357180001,64.81048854624446,761.4467756006406,104.65772996235799,0.0,0.0022294154774458856,0.006110975176152863,1.766124810495895E-4,0.0019320466878289082,0.0015566363063497946,0.04632987114874756,132.38414813382326,76.11976305911244,0.4895638145492271,0.0010914411453534943,0.48956381454922715,6.075796820657179E-4
Track_4,4,4,34,0,0,0,0,0,59380.65357180001,0.0,59380.65357180001,168.8831360843425,228.86249934770757,1411.2113906169338,0.0,0.003517161951289283,0.016404599330755016,3.649784684901165E-4,0.0015210627981009951,0.00441524742241473,0.027288309901076203,208.85137538542511,168.8831360843425,0.8086283165369481,0.002844076747658861,0.8086283165369483,4.187818170386203E-4
Track_5,5,5,20,0,0,0,0,0,34188.861147400006,0.0,34188.861147400006,142.90388527528023,742.5202136808906,184.7454811253906,0.0,0.00888366234527271,0.02943517054049061,2.6768039631441196E-4,0.006413946304591064,0.00930236859271024,0.035422091372311115,303.7222984029146,148.6050192663992,0.4705083756665951,0.004179837540044758,0.4705083756665951,9.524186418359916E-4
Track_6,6,6,34,0,0,0,0,0,59380.65357180001,0.0,59380.65357180001,84.34044124221887,924.4931902615058,1448.0871563519709,0.0,0.0025209180365415983,0.005964296950435273,4.974531436696048E-4,0.0022858266772568044,0.0013759754603783472,0.03304022506755941,149.69376061077892,86.6126156062947,0.5634198840225129,0.0014203353477785282,0.5634198840225129,2.3930360653968996E-4
